Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
133,Express 1,467.900000,,0.000000,Tone,118.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
134,Express 2,467.875000,,0.000000,Tone,71.9,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
135,Express Men,467.900000,,0.000000,Tone,136.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
136,Foot Locker,461.037500,,0.000000,Tone,74.4,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
137,Gap VHF X,154.515000,,0.000000,DTCS,88.5,88.5,172,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
138,Gap VHF Y,154.600000,,0.000000,DTCS,88.5,88.5,624,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
139,Gap VHF Z,154.600000,,0.000000,Tone,74.4,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
140,Gap/Old Navy,154.570000,,0.000000,Tone,74.4,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
141,Guess,467.875000,,0.000000,DTCS,88.5,88.5,723,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
142,H&M V,467.137500,,0.000000,DTCS,88.5,88.5,155,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
143,H&M W,469.000000,,0.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
144,H&M X,468.837500,,0.000000,DTCS,88.5,88.5,155,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
145,H&M Y,466.287500,,0.000000,DTCS,88.5,88.5,155,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
146,H&M Z,469.762500,,0.000000,DTCS,88.5,88.5,155,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
147,Harbor F 1,467.850000,,0.000000,DTCS,88.5,88.5,631,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
148,Harbor F 2,467.875000,,0.000000,DTCS,88.5,88.5,411,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
149,Harbor F 3,467.900000,,0.000000,DTCS,88.5,88.5,346,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
150,Harbor F 4,467.925000,,0.000000,DTCS,88.5,88.5,343,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
151,Harris Teete,467.850000,,0.000000,Tone,146.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
152,Hobby Lobby,469.262500,,0.000000,Tone,186.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
153,Hollister,466.187500,,0.000000,DTCS,88.5,88.5,506,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
154,Home Depot 1,467.762500,,0.000000,DTCS,88.5,88.5,065,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
155,Home Depot 2,467.850000,,0.000000,DTCS,88.5,88.5,331,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
156,Home Depot 3,467.837500,,0.000000,DTCS,88.5,88.5,263,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
157,Home Depot 4,467.875000,,0.000000,DTCS,88.5,88.5,413,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
158,Home Depot 5,467.900000,,0.000000,DTCS,88.5,88.5,466,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
159,Home Goods,469.487500,,0.000000,Tone,210.7,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
160,JC Penny,451.237500,,0.000000,DTCS,88.5,88.5,365,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
161,JC Penny Q,461.937500,,0.000000,DTCS,88.5,88.5,732,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
162,JC Penny X,467.225000,,0.000000,DTCS,88.5,88.5,365,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
163,JC Penny Y,466.962500,,0.000000,Tone,85.4,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
164,JC Penny Z,461.712500,,0.000000,DTCS,88.5,88.5,365,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
165,J Crew X,467.900000,,0.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
166,J Crew Y,467.925000,,0.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
167,Kohl's X,467.850000,,0.000000,DTCS,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
168,Kohl's Z,466.337500,,0.000000,DTCS,88.5,88.5,612,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
169,Kroger,467.850000,,0.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
170,Loft,466.037500,,0.000000,Tone,94.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
171,Macy's,462.912500,,0.000000,Tone,162.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
172,Macy's,467.875000,,0.000000,Tone,173.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
173,Marshall's 1,461.237500,,0.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
174,Marshall's 2,467.875000,,0.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
175,Meijer,464.625000,,0.000000,Tone,136.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
176,Menards 1,154.570000,,0.000000,Tone,179.9,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
177,Menards 2,154.600000,,0.000000,Tone,179.9,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
178,Menards W,464.487500,,0.000000,DTCS,88.5,88.5,031,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
179,Menards X,469.562500,,0.000000,DTCS,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
180,Menards Y,467.887500,,0.000000,DTCS,88.5,88.5,065,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
181,Menards Z,466.037500,,0.000000,DTCS,88.5,88.5,025,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
182,Micheal's,467.850000,,0.000000,DTCS,88.5,88.5,532,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
183,Neiman Marcu,464.575000,,0.000000,Tone,127.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
184,New Balance,457.525000,,0.000000,DTCS,88.5,88.5,071,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
185,Nike 1,466.025000,,0.000000,DTCS,88.5,88.5,371,NN,023,Tone->Tone,FM,5.00,,8.0W,,,,,
